nan,-0.0526697307,-0.0468573321,-0.0643866928,-0.0464275855,-0.0990052677,-0.0813210791,-0.0651293844,-0.0381167034,-0.0349554449,-0.0939529118,-0.0828746386,-0.1665475370,-0.1802719311,-0.1732295588,-0.0469008518,-0.0321080966,nan,-0.0282822989,-0.0329489657,-0.0465591089,nan,-0.0376710858,-0.0673205651,-0.0368874322,-0.0278626197,-0.0453559388,-0.0447157609,-0.0353770295,-0.0316850959,-0.0337201618,-0.0374241182,-0.0349818892,-0.0324396150,nan,nan,nan,-0.0416958563,0.1060563257,-0.1277274187,-0.1636212026,-0.1466607048,-0.1440287102,-0.1282376212,-0.0488272249,-0.0527929390,-0.0418670213,-0.0858878083,-0.0581280255,-0.0406332447,-0.0356468020,-0.0347553004,-0.0265513675,-0.1886523772,-0.0369256043,-0.0463125189,-0.0519782280,-0.0314013484,-0.0617729831,-0.0505063901,-0.0383130914,-0.0929326344,-0.0540091465,-0.0631657831,nan,nan,-0.0669567727,-0.0399936842,-0.0472629991,-0.0309186906,-0.0425284471,-0.0409198450,-0.0487229533,-0.0381270008,-0.0736300555,-0.0610721006,-0.0388104330,-0.0323880524,-0.0337794546,-0.0346819392,-0.0473883207,-0.0362223151,-0.0400755626,-0.0401050529,-0.0214632917,-0.0374845582,-0.0513123917,-0.0706447288,-0.0394835389,-0.0364399978,-0.0395055227,nan,-0.0507281054,-0.0438243661,-0.0387539160,nan,-0.0471972558,-0.0269264287,nan,-0.0395388819,nan
-0.0441072133,nan,-0.0480311372,-0.0640473740,-0.0467893977,-0.0958560344,-0.0795520454,-0.0636678331,-0.0377773441,-0.0330092098,-0.0932271537,-0.0886014974,-0.1639606506,-0.1758501904,-0.1687633068,-0.0461501750,-0.0319905902,nan,-0.0256018776,-0.0293665346,-0.0491468313,nan,-0.0383832028,-0.0694821113,-0.0359290700,-0.0277159190,-0.0430325311,-0.0388941892,-0.0331957830,-0.0317239791,-0.0358618255,-0.0439620124,-0.0412693386,-0.0342676823,nan,nan,nan,-0.0431424061,0.1032721323,-0.1199065826,-0.1476126043,-0.1460430986,-0.1438153235,-0.1278224070,-0.0501459732,-0.0516993743,-0.0452476605,-0.0841436764,-0.0591438201,-0.0411877047,-0.0351504987,-0.0320059290,-0.0252606508,-0.1872331035,-0.0364520057,-0.0475518741,-0.0535544564,-0.0318510856,-0.0600145931,-0.0501010641,-0.0377005349,-0.0929605534,-0.0532146103,-0.0616021167,nan,nan,-0.0647170709,-0.0397139637,-0.0461861097,-0.0302261261,-0.0421309876,-0.0401680092,-0.0487258151,-0.0367263636,-0.0692965231,-0.0599978412,-0.0374408150,-0.0320642650,-0.0323409456,-0.0335969992,-0.0465260874,-0.0348664980,-0.0391590220,-0.0401917648,-0.0209073599,-0.0377536519,-0.0515360350,-0.0695232246,-0.0380082546,-0.0350142269,-0.0393046627,nan,-0.0494716540,-0.0433944726,-0.0375521880,nan,-0.0461855746,-0.0265147913,nan,-0.0385067367,nan
-0.0454480403,-0.0562416563,nan,-0.0744121990,-0.0497438573,-0.1037071818,-0.0867193900,-0.0688356374,-0.0407768078,-0.0360032151,-0.0899291712,-0.0856802318,-0.1793047101,-0.1907245960,-0.1875348649,-0.0515887303,-0.0350036734,nan,-0.0259881968,-0.0299705778,-0.0492817405,nan,-0.0432053442,-0.0738838406,-0.0407304200,-0.0319367739,-0.0481404674,-0.0368926305,-0.0331486914,-0.0340611903,-0.0399969697,-0.0460610768,-0.0444889416,-0.0390620875,nan,nan,nan,-0.0465630102,0.1095481284,-0.1296758634,-0.1621349000,-0.1638553155,-0.1638515164,-0.1470807692,-0.0512550166,-0.0615738171,-0.0496658413,-0.0950473330,-0.0663034409,-0.0457888100,-0.0395175500,-0.0359927546,-0.0266408525,-0.1960900227,-0.0382131206,-0.0525081031,-0.0597932669,-0.0363346808,-0.0649617364,-0.0537652173,-0.0402533855,-0.1020647069,-0.0583694402,-0.0666748984,nan,nan,-0.0718066441,-0.0428669654,-0.0521444768,-0.0317708768,-0.0457067121,-0.0438094677,-0.0523253527,-0.0400755858,-0.0763837126,-0.0637769932,-0.0423463731,-0.0349201460,-0.0360332498,-0.0374572043,-0.0504612639,-0.0383606773,-0.0431579763,-0.0442474568,-0.0231551584,-0.0403842214,-0.0553324578,-0.0760162197,-0.0410217685,-0.0392311058,-0.0429287814,nan,-0.0552184110,-0.0483782860,-0.0415061649,nan,-0.0505129206,-0.0286670371,nan,-0.0419020590,nan
-0.0418067269,-0.0472832532,-0.0473406224,nan,-0.0470775021,-0.0948103759,-0.0791159422,-0.0621241118,-0.0366159907,-0.0309005880,-0.0750582630,-0.0733201669,-0.1616361647,-0.1745266657,-0.1686821938,-0.0473772116,-0.0321724892,nan,-0.0214966326,-0.0255625361,-0.0452918344,nan,-0.0380537405,-0.0680669943,-0.0367219775,-0.0314799884,-0.0454961438,-0.0325680884,-0.0272306110,-0.0273079135,-0.0342013114,-0.0413002705,-0.0386293720,-0.0338508851,nan,nan,nan,-0.0472237497,0.0952643021,-0.1129969808,-0.1400562508,-0.1461376280,-0.1444750792,-0.1288229886,-0.0439030194,-0.0497382949,-0.0437401897,-0.0864002203,-0.0584155977,-0.0416972918,-0.0346610674,-0.0312501809,-0.0238009535,-0.1731317102,-0.0356194590,-0.0482581793,-0.0557794153,-0.0317062786,-0.0602418515,-0.0496840593,-0.0376923351,-0.0893961636,-0.0506303171,-0.0593208734,nan,nan,-0.0626433256,-0.0385068405,-0.0455987755,-0.0291263165,-0.0420649928,-0.0400428290,-0.0468228708,-0.0358115111,-0.0690525383,-0.0567519569,-0.0366311337,-0.0305356820,-0.0315464494,-0.0334468282,-0.0447197197,-0.0345653892,-0.0386905159,-0.0398782664,-0.0225838432,-0.0363568070,-0.0496122565,-0.0672027614,-0.0366335672,-0.0347081179,-0.0377480857,nan,-0.0491504156,-0.0432301634,-0.0374070650,nan,-0.0454862609,-0.0264352463,nan,-0.0379372751,nan
-0.0428582741,-0.0521617801,-0.0487998087,-0.0704197661,nan,-0.1022149252,-0.0860945326,-0.0708895368,-0.0405915632,-0.0337657247,-0.0809491002,-0.0795650351,-0.1779155652,-0.1893603696,-0.1881394620,-0.0523618678,-0.0372617070,nan,-0.0239685919,-0.0278212084,-0.0468599517,nan,-0.0395632864,-0.0735193364,-0.0410659622,-0.0342224939,-0.0539355346,-0.0335677907,-0.0276695389,-0.0301363035,-0.0347877634,-0.0405964096,-0.0427327625,-0.0391613490,nan,nan,nan,-0.0541581740,0.1014708674,-0.1230949474,-0.1493476343,-0.1561612742,-0.1566445528,-0.1472626583,-0.0469197072,-0.0499901924,-0.0471553806,-0.0968275982,-0.0642019859,-0.0467255267,-0.0387340015,-0.0343905448,-0.0256130627,-0.1896342646,-0.0412493170,-0.0518054705,-0.0623635598,-0.0356668705,-0.0644460513,-0.0547233280,-0.0406448546,-0.0987653014,-0.0565708905,-0.0676123466,nan,nan,-0.0704347276,-0.0438347560,-0.0489827207,-0.0324475149,-0.0465049455,-0.0434362706,-0.0518157419,-0.0397231140,-0.0761445010,-0.0614246245,-0.0412570745,-0.0336343321,-0.0358072248,-0.0363383380,-0.0484303383,-0.0374578513,-0.0428212602,-0.0449228644,-0.0236295714,-0.0398870324,-0.0553949067,-0.0742205662,-0.0406150811,-0.0381064760,-0.0429074526,nan,-0.0531938271,-0.0469416128,-0.0407239686,nan,-0.0502424212,-0.0288103554,nan,-0.0414849481,nan
-0.0411324115,-0.0475483453,-0.0449947105,-0.0638696747,-0.0467854251,nan,-0.0823491367,-0.0662255416,-0.0381885831,-0.0312975128,-0.0730398786,-0.0716923885,-0.1638268833,-0.1749053146,-0.1775822865,-0.0523001949,-0.0379864557,nan,-0.0212333033,-0.0256648896,-0.0433444634,nan,-0.0352128800,-0.0629958950,-0.0377790673,-0.0344618129,-0.0540913837,-0.0301009420,-0.0241421644,-0.0259595478,-0.0285793964,-0.0385035543,-0.0373756435,-0.0316819412,nan,nan,nan,-0.0593218362,0.0906538317,-0.1135761044,-0.1378006896,-0.1388428247,-0.1419257143,-0.1334056342,-0.0422269803,-0.0473913109,-0.0398871121,-0.0879370769,-0.0575886197,-0.0453778230,-0.0370372253,-0.0311966778,-0.0246498305,-0.1742725581,-0.0338214399,-0.0487027064,-0.0565166426,-0.0337844819,-0.0629433279,-0.0507926819,-0.0386468351,-0.0947162465,-0.0528513170,-0.0616638414,nan,nan,-0.0636124237,-0.0394803231,-0.0453478334,-0.0299687808,-0.0426967885,-0.0397927836,-0.0488505045,-0.0369020975,-0.0703729689,-0.0575443642,-0.0370490654,-0.0307973734,-0.0322959144,-0.0333425441,-0.0451590226,-0.0350821981,-0.0403008830,-0.0404329509,-0.0231623863,-0.0362580119,-0.0518112688,-0.0696201363,-0.0393572720,-0.0352384482,-0.0496560273,nan,-0.0485535311,-0.0434085879,-0.0373488354,nan,-0.0468981086,-0.0263089312,nan,-0.0394532835,nan
-0.0414339814,-0.0479685648,-0.0457844194,-0.0641907648,-0.0474469532,-0.1027544889,nan,-0.0686984438,-0.0428399912,-0.0310371727,-0.0748282003,-0.0723614136,-0.1644658991,-0.1801396577,-0.1801481543,-0.0564162764,-0.0369250611,nan,-0.0205493822,-0.0255558342,-0.0430353134,nan,-0.0342988727,-0.0618025092,-0.0387445813,-0.0350909346,-0.0543682598,-0.0306477369,-0.0239273105,-0.0257703112,-0.0283693093,-0.0341222487,-0.0353036183,-0.0302922553,nan,nan,nan,-0.0676856547,0.0888190040,-0.1165750621,-0.1390050174,-0.1410709581,-0.1444485978,-0.1342212322,-0.0420081272,-0.0447819238,-0.0411828472,-0.0862110206,-0.0598887081,-0.0483555728,-0.0386774280,-0.0317663002,-0.0235484980,-0.1772660067,-0.0333214230,-0.0434684647,-0.0593509484,-0.0353370584,-0.0643666125,-0.0523902969,-0.0420148434,-0.0952511522,-0.0542310064,-0.0638770554,nan,nan,-0.0659940031,-0.0396412634,-0.0472413351,-0.0309588433,-0.0439130512,-0.0412600285,-0.0497950203,-0.0374073088,-0.0719515468,-0.0578345023,-0.0381024562,-0.0309629128,-0.0330030140,-0.0339137333,-0.0460269416,-0.0350912422,-0.0401041424,-0.0397293374,-0.0219577626,-0.0385239329,-0.0524992612,-0.0702172466,-0.0382566448,-0.0357863375,-0.0453236175,nan,-0.0493423858,-0.0435057286,-0.0379396208,nan,-0.0473532721,-0.0270824093,nan,-0.0394370149,nan
-0.0332925679,-0.0415779769,-0.0384802974,-0.0559085226,-0.0432942670,-0.0891521985,-0.0763875391,nan,-0.6038880897,-0.0310316182,-0.0748646276,-0.0703084748,-0.1608111796,-0.1724008281,-0.1741964298,-0.0564848402,-0.0363286802,nan,-0.0216051662,-0.0252148265,-0.0405742931,nan,-0.0316610058,-0.0586770016,-0.0378399986,-0.0348950725,-0.0513144935,-0.0314650839,-0.0253433600,-0.0273967682,-0.0278184087,-0.0324564390,-0.0335563227,-0.0281786922,nan,nan,nan,-0.0650744509,0.0813194207,-0.1124117007,-0.1308046000,-0.1299535619,-0.1382525446,-0.1286481920,-0.0403358189,-0.0427457715,-0.0336835506,-0.0756951523,-0.0561782923,-0.0470896470,-0.0372516733,-0.0295660209,-0.0223170712,-0.1638151764,-0.0292149904,-0.0424241210,-0.0513836894,-0.0325297445,-0.0603177057,-0.0514557409,-0.0397911934,-0.0923911966,-0.0542344571,-0.0628338951,nan,nan,-0.0623025605,-0.0383565041,-0.0444306039,-0.0292435028,-0.0437627030,-0.0397991574,-0.0475787722,-0.0353142640,-0.0674402516,-0.0428023535,-0.0322030649,-0.0273656159,-0.0298675549,-0.0309264624,-0.0419312293,-0.0344542336,-0.0372039809,-0.0372653213,-0.0207689835,-0.0359643404,-0.0486397953,-0.0654810463,-0.0380797101,-0.0365815320,-0.0442394195,nan,-0.0456063973,-0.0404556524,-0.0347290287,nan,-0.0453272504,-0.0255964878,nan,-0.0384534649,nan
-0.0509940618,-0.0619263367,-0.0588449262,-0.0866312433,-0.0617878883,-0.1345491552,-0.1194314683,-1.2625120640,nan,-0.0460423274,-0.1090951951,-0.1077202927,-0.2592130315,-0.2643307167,-0.2698163648,-0.0806802919,-0.0658818648,nan,-0.0324515711,-0.0379733398,-0.0616415466,nan,-0.0480110157,-0.0867596259,-0.0518112257,-0.0507573405,-0.0741858062,-0.0467109877,-0.0379594500,-0.0431691428,-0.0410178936,-0.0477165092,-0.0490928349,-0.0434895207,nan,nan,nan,-0.1097127134,0.1229404551,-0.1688591859,-0.1931030616,-0.1916135659,-0.1963902753,-0.1901448879,-0.0617119694,-0.0620209140,-0.0515083465,-0.1199022580,-0.0833027151,-0.0849673949,-0.3114157307,-0.2238477956,-0.3558056959,-1.1565447420,-0.2272530543,-0.2934609761,-0.2719488159,-0.2194837082,-0.4252317087,-0.3729556726,-0.0596827644,-0.1351669532,-0.0806775599,-0.0925857082,nan,nan,-0.0931050805,-0.0562495989,-0.0674402571,-0.0441183898,-0.0607028074,-0.0589570248,-0.0717904855,-0.0545320772,-0.1002920911,-0.0646007024,-0.0481644684,-0.0409919041,-0.0441281744,-0.0470512015,-0.0664464013,-0.0517730535,-0.0568418654,-0.0568256227,-0.0309121540,-0.0555493237,-0.0741118027,-0.0997388067,-0.0553858232,-0.0528736432,-0.0611054396,nan,-0.0699496448,-0.0613912635,-0.0521682985,nan,-0.0670955219,-0.0388934687,nan,-0.0592766641,nan
-0.0345628858,-0.0415023593,-0.0396910173,-0.0549663951,-0.0396909616,-0.0836140839,-0.0711275525,-0.0601669563,-0.0374801183,nan,-4.5376555442,-0.1265965875,-0.1667365162,-0.1745705754,-0.1721435000,-0.0461622918,-0.0307567103,nan,-0.0282667992,-0.0326884050,-0.0452795973,nan,-0.0327128438,-0.0615201194,-0.0325899155,-0.0250328514,-0.0413472877,-0.0447327102,-0.0440270811,-0.0369972764,-0.0445944081,-0.0462846381,-0.0368921699,-0.0320513169,nan,nan,nan,-0.0398409926,0.1005486687,-0.1316184154,-0.1473427096,-0.1441383834,-0.1380874315,-0.1265766657,-0.0438969255,-0.0478058052,-0.0358325266,-0.0791102224,-0.0505660218,-0.0382085458,-0.0335589341,-0.0320429858,-0.0237696375,-0.1666654378,-0.0283023171,-0.0395952360,-0.0473157942,-0.0288811747,-0.0584271498,-0.0486970683,-0.0366879241,-0.0941167471,-0.0569543496,-0.0651250754,nan,nan,-0.0624698278,-0.0388485312,-0.0451504564,-0.0291306172,-0.0404913706,-0.0387398398,-0.0463431866,-0.0361366078,-0.0679404958,-0.0424766976,-0.0325157188,-0.0285645992,-0.0300591268,-0.0311081476,-0.0450081765,-0.0332160362,-0.0370880900,-0.0378755179,-0.0202665737,-0.0359235462,-0.0476328674,-0.0665396799,-0.0394037302,-0.0380835434,-0.0463095543,nan,-0.0464701479,-0.0409990800,-0.0347649515,nan,-0.0460486867,-0.0257878838,nan,-0.0371821012,nan
